Code,SEQNUM,RECID,Description,Name,COV,TOS1,CONVERTDateAdded,CONVERTEffectiveDate,CONVERTTerminationDate,ACTION CD
S8940,10,3,"Equestrian/hippotherapy, per session",Hippotherapy per session,I,9,20050401,20050401,,N
S8948,10,3,Application of a modality (requiring constant provider attendance) to one or more areas; low-level laser; each 15 minutes,Low-level laser trmt 15 min,I,9,20040101,20040101,,N
S8950,10,3,"Complex lymphedema therapy, each 15 minutes","Complex lymphedema therapy,",I,9,20000101,20000101,,N
S8990,10,3,Physical or manipulative therapy performed for maintenance rather than restoration,Pt or manip for maint,I,9,20030401,20030401,,N
S8999,10,3,Resuscitation bag (for use by patient on artificial respiration during power failure or other catastrophic event),Resuscitation bag,I,9,20010101,20010101,,N
S9001,10,3,Home uterine monitor with or without associated nursing services,Home uterine monitor with or,I,9,20000101,20000101,,N
S9007,10,3,Ultrafiltration monitor,Ultrafiltration monitor,I,9,20010101,20010101,,N
S9015,10,3,Automated eeg monitoring,Automated eeg monitoring,I,9,20010101,20160101,20151231,N
S9024,10,3,Paranasal sinus ultrasound,Paranasal sinus ultrasound,I,9,20000101,20000101,,N
S9025,10,3,Omnicardiogram/cardiointegram,Omnicardiogram/cardiointegra,I,9,20010101,20010101,,N
S9034,10,3,"Extracorporeal shockwave lithotripsy for gall stones (if performed with ercp, use 43265)",Eswl for gallstones,I,9,20020401,20020401,,N
S9055,10,3,Procuren or other growth factor preparation to promote wound healing,Procuren or other growth fac,I,9,20000101,20000101,,N
S9056,10,3,Coma stimulation per diem,Coma stimulation per diem,I,9,20000101,20000101,,N
S9061,10,3,"Home administration of aerosolized drug therapy (e.g., pentamidine); administrative services, professional pharmacy services, care coordination, all necessary supplies and equipment (drugs and nursing visits coded separately), per diem",Medical supplies and equipme,I,9,20010101,20020101,,N
S9083,10,3,Global fee urgent care centers,Urgent care center global,I,9,20020101,20020101,,N
S9088,10,3,Services provided in an urgent care center (list in addition to code for service),Services provided in urgent,I,9,20010101,20020101,,N
S9090,10,3,"Vertebral axial decompression, per session",Vertebral axial decompressio,I,9,20000101,20000101,,N
S9097,10,3,Home visit for wound care,Home visit wound care,I,9,20041001,20041001,,N
S9098,10,3,"Home visit, phototherapy services (e.g., bili-lite), including equipment rental, nursing services, blood draw, supplies, and other services, per diem",Home phototherapy visit,I,9,20020101,20020101,,N
S9110,10,3,"Telemonitoring of patient in their home, including all necessary equipment; computer system, connections, and software; maintenance; patient education and support; per month",Telemonitoring/home per mnth,I,9,20130101,20130101,,N
S9117,10,3,"Back school, per visit",Back school visit,I,9,20020101,20020101,,N
S9122,10,3,"Home health aide or certified nurse assistant, providing care in the home; per hour",Home health aide or certifie,I,9,20000101,20000101,,N
S9123,10,3,"Nursing care, in the home; by registered nurse, per hour (use for general nursing care only, not to be used when cpt codes 99500-99602 can be used)",Nursing care in home rn,I,9,20000101,20040101,,N
S9124,10,3,"Nursing care, in the home; by licensed practical nurse, per hour","Nursing care, in the home; b",I,9,20000101,20000101,,N
S9125,10,3,"Respite care, in the home, per diem","Respite care, in the home, p",I,9,20000101,20000101,,N
S9126,10,3,"Hospice care, in the home, per diem","Hospice care, in the home, p",I,9,20000101,20000101,,N
S9127,10,3,"Social work visit, in the home, per diem","Social work visit, in the ho",I,9,20000101,20000101,,N
S9128,10,3,"Speech therapy, in the home, per diem","Speech therapy, in the home,",I,9,20000101,20000101,,N
S9129,10,3,"Occupational therapy, in the home, per diem","Occupational therapy, in the",I,9,20000101,20000101,,N
S9131,10,3,"Physical therapy; in the home, per diem",Pt in the home per diem,I,9,20020101,20020101,,N
S9140,10,3,"Diabetic management program, follow-up visit to non-md provider","Diabetic management program,",I,9,20000101,20000101,,N
S9141,10,3,"Diabetic management program, follow-up visit to md provider","Diabetic management program,",I,9,20000101,20000101,,N
S9145,10,3,"Insulin pump initiation, instruction in initial use of pump (pump not included)",Insulin pump initiation,I,9,20020401,20020401,,N
S9150,10,3,Evaluation by ocularist,Evaluation by ocularist,I,9,20020401,20020401,,N
S9152,10,3,"Speech therapy, re-evaluation","Speech therapy, re-eval",I,9,20070701,20070701,,N
S9208,10,3,"Home management of preterm labor, including administrative services, professional pharmacy services, care coordination, and all necessary supplies or equipment (drugs and nursing visits coded separately), per diem (do not use this code with any home infusion per diem code)",Home mgmt preterm labor,I,9,20020101,20020101,,N
S9209,10,3,"Home management of preterm premature rupture of membranes (pprom), including administrative services, professional pharmacy services, care coordination, and all necessary supplies or equipment (drugs and nursing visits coded separately), per diem (do not use this code with any home infusion per diem code)",Home mgmt pprom,I,9,20020101,20020101,,N
S9211,10,3,"Home management of gestational hypertension, includes administrative services, professional pharmacy services, care coordination and all necessary supplies and equipment (drugs and nursing visits coded separately); per diem (do not use this code with any home infusion per diem code)",Home mgmt gest hypertension,I,9,20020101,20020101,,N
S9212,10,3,"Home management of postpartum hypertension, includes administrative services, professional pharmacy services, care coordination, and all necessary supplies and equipment (drugs and nursing visits coded separately), per diem (do not use this code with any home infusion per diem code)",Hm postpar hyper per diem,I,9,20020101,20020101,,N
S9213,10,3,"Home management of preeclampsia, includes administrative services, professional pharmacy services, care coordination, and all necessary supplies and equipment (drugs and nursing services coded separately); per diem (do not use this code with any home infusion per diem code)",Hm preeclamp per diem,I,9,20020101,20020101,,N
S9214,10,3,"Home management of gestational diabetes, includes administrative services, professional pharmacy services, care coordination, and all necessary supplies and equipment (drugs and nursing visits coded separately); per diem (do not use this code with any home infusion per diem code)",Hm gest dm per diem,I,9,20020101,20020101,,N
S9325,10,3,"Home infusion therapy, pain management infusion; administrative services, professional pharmacy services, care coordination, and all necessary supplies and equipment, (drugs and nursing visits coded separately), per diem (do not use this code with s9326, s9327 or s9328)",Hit pain mgmt per diem,I,9,20020101,20020101,,N
S9326,10,3,"Home infusion therapy, continuous (twenty-four hours or more) pain management infusion; administrative services, professional pharmacy services, care coordination and all necessary supplies and equipment (drugs and nursing visits coded separately), per diem",Hit cont pain per diem,I,9,20020101,20020101,,N
S9327,10,3,"Home infusion therapy, intermittent (less than twenty-four hours) pain management infusion; administrative services, professional pharmacy services, care coordination, and all necessary supplies and equipment (drugs and nursing visits coded separately), per diem",Hit int pain per diem,I,9,20020101,20020101,,N
S9328,10,3,"Home infusion therapy, implanted pump pain management infusion; administrative services, professional pharmacy services, care coordination, and all necessary supplies and equipment (drugs and nursing visits coded separately), per diem",Hit pain imp pump diem,I,9,20020101,20020101,,N
S9329,10,3,"Home infusion therapy, chemotherapy infusion; administrative services, professional pharmacy services, care coordination, and all necessary supplies and equipment (drugs and nursing visits coded separately), per diem (do not use this code with s9330 or s9331)",Hit chemo per diem,I,9,20020101,20020101,,N
S9330,10,3,"Home infusion therapy, continuous (twenty-four hours or more) chemotherapy infusion; administrative services, professional pharmacy services, care coordination, and all necessary supplies and equipment (drugs and nursing visits coded separately), per diem",Hit cont chem diem,I,9,20020101,20020101,,N
S9331,10,3,"Home infusion therapy, intermittent (less than twenty-four hours) chemotherapy infusion; administrative services, professional pharmacy services, care coordination, and all necessary supplies and equipment (drugs and nursing visits coded separately), per diem",Hit intermit chemo diem,I,9,20020101,20020101,,N
S9335,10,3,"Home therapy, hemodialysis; administrative services, professional pharmacy services, care coordination, and all necessary supplies and equipment (drugs and nursing services coded separately), per diem",Ht hemodialysis diem,I,9,20030701,20030701,,N
S9336,10,3,"Home infusion therapy, continuous anticoagulant infusion therapy (e.g., heparin), administrative services, professional pharmacy services, care coordination and all necessary supplies and equipment (drugs and nursing visits coded separately), per diem",Hit cont anticoag diem,I,9,20020101,20020101,,N
S9338,10,3,"Home infusion therapy, immunotherapy, administrative services, professional pharmacy services, care coordination, and all necessary supplies and equipment (drugs and nursing visits coded separately), per diem",Hit immunotherapy diem,I,9,20020101,20020101,,N
S9339,10,3,"Home therapy; peritoneal dialysis, administrative services, professional pharmacy services, care coordination and all necessary supplies and equipment (drugs and nursing visits coded separately), per diem",Hit periton dialysis diem,I,9,20020101,20020101,,N
S9340,10,3,"Home therapy; enteral nutrition; administrative services, professional pharmacy services, care coordination, and all necessary supplies and equipment (enteral formula and nursing visits coded separately), per diem",Hit enteral per diem,I,9,20020101,20020101,,N
S9341,10,3,"Home therapy; enteral nutrition via gravity; administrative services, professional pharmacy services, care coordination, and all necessary supplies and equipment (enteral formula and nursing visits coded separately), per diem",Hit enteral grav diem,I,9,20020101,20020101,,N
S9342,10,3,"Home therapy; enteral nutrition via pump; administrative services, professional pharmacy services, care coordination, and all necessary supplies and equipment (enteral formula and nursing visits coded separately), per diem",Hit enteral pump diem,I,9,20020101,20020101,,N
S9343,10,3,"Home therapy; enteral nutrition via bolus; administrative services, professional pharmacy services, care coordination, and all necessary supplies and equipment (enteral formula and nursing visits coded separately), per diem",Hit enteral bolus nurs,I,9,20020101,20020101,,N
S9345,10,3,"Home infusion therapy, anti-hemophilic agent infusion therapy (e.g., factor viii); administrative services, professional pharmacy services, care coordination, and all necessary supplies and equipment (drugs and nursing visits coded separately), per diem",Hit anti-hemophil diem,I,9,20020101,20020101,,N
S9346,10,3,"Home infusion therapy, alpha-1-proteinase inhibitor (e.g., prolastin); administrative services, professional pharmacy services, care coordination, and all necessary supplies and equipment (drugs and nursing visits coded separately), per diem",Hit alpha-1-proteinas diem,I,9,20020101,20020101,,N
S9347,10,3,"Home infusion therapy, uninterrupted, long-term, controlled rate intravenous or subcutaneous infusion therapy (e.g., epoprostenol); administrative services, professional pharmacy services, care coordination, and all necessary supplies and equipment (drugs and nursing visits coded separately), per diem",Hit longterm infusion diem,I,9,20020101,20030101,,N
S9348,10,3,"Home infusion therapy, sympathomimetic/inotropic agent infusion therapy (e.g., dobutamine); administrative services, professional pharmacy services, care coordination, all necessary supplies and equipment (drugs and nursing visits coded separately), per diem",Hit sympathomim diem,I,9,20020101,20020101,,N
S9349,10,3,"Home infusion therapy, tocolytic infusion therapy; administrative services, professional pharmacy services, care coordination, and all necessary supplies and equipment (drugs and nursing visits coded separately), per diem",Hit tocolysis diem,I,9,20020101,20020101,,N
S9351,10,3,"Home infusion therapy, continuous or intermittent anti-emetic infusion therapy; administrative services, professional pharmacy services, care coordination, and all necessary supplies and equipment (drugs and visits coded separately), per diem",Hit cont antiemetic diem,I,9,20020101,20070401,,N
S9353,10,3,"Home infusion therapy, continuous insulin infusion therapy; administrative services, professional pharmacy services, care coordination, and all necessary supplies and equipment (drugs and nursing visits coded separately), per diem",Hit cont insulin diem,I,9,20020101,20020101,,N
S9355,10,3,"Home infusion therapy, chelation therapy; administrative services, professional pharmacy services, care coordination, and all necessary supplies and equipment (drugs and nursing visits coded separately), per diem",Hit chelation diem,I,9,20020101,20020101,,N
S9357,10,3,"Home infusion therapy, enzyme replacement intravenous therapy; (e.g., imiglucerase); administrative services, professional pharmacy services, care coordination, and all necessary supplies and equipment (drugs and nursing visits coded separately), per diem",Hit enzyme replace diem,I,9,20020101,20020101,,N
S9359,10,3,"Home infusion therapy, anti-tumor necrosis factor intravenous therapy; (e.g., infliximab); administrative services, professional pharmacy services, care coordination, and all necessary supplies and equipment (drugs and nursing visits coded separately), per diem",Hit anti-tnf per diem,I,9,20020101,20020101,,N
S9361,10,3,"Home infusion therapy, diuretic intravenous therapy; administrative services, professional pharmacy services, care coordination, and all necessary supplies and equipment (drugs and nursing visits coded separately), per diem",Hit diuretic infus diem,I,9,20020101,20020101,,N
S9363,10,3,"Home infusion therapy, anti-spasmotic therapy; administrative services, professional pharmacy services, care coordination, and all necessary supplies and equipment (drugs and nursing visits coded separately), per diem",Hit anti-spasmotic diem,I,9,20020101,20041001,,N
S9364,10,3,"Home infusion therapy, total parenteral nutrition (tpn); administrative services, professional pharmacy services, care coordination, and all necessary supplies and equipment including standard tpn formula (lipids, specialty amino acid formulas, drugs other than in standard formula and nursing visits coded separately), per diem (do not use with home infusion codes s9365-s9368 using daily volume scales)",Hit tpn total diem,I,9,20020101,20020101,,N
S9365,10,3,"Home infusion therapy, total parenteral nutrition (tpn); one liter per day, administrative services, professional pharmacy services, care coordination, and all necessary supplies and equipment including standard tpn formula (lipids, specialty amino acid formulas, drugs other than in standard formula and nursing visits coded separately), per diem",Hit tpn 1 liter diem,I,9,20020101,20020101,,N
S9366,10,3,"Home infusion therapy, total parenteral nutrition (tpn); more than one liter but no more than two liters per day, administrative services, professional pharmacy services, care coordination, and all necessary supplies and equipment including standard tpn formula (lipids, specialty amino acid formulas, drugs other than in standard formula and nursing visits coded separately), per diem",Hit tpn 2 liter diem,I,9,20020101,20020101,,N
S9367,10,3,"Home infusion therapy, total parenteral nutrition (tpn); more than two liters but no more than three liters per day, administrative services, professional pharmacy services, care coordination, and all necessary supplies and equipment including standard tpn formula (lipids, specialty amino acid formulas, drugs other than in standard formula and nursing visits coded separately), per diem",Hit tpn 3 liter diem,I,9,20020101,20020101,,N
S9368,10,3,"Home infusion therapy, total parenteral nutrition (tpn); more than three liters per day, administrative services, professional pharmacy services, care coordination, and all necessary supplies and equipment including standard tpn formula (lipids, specialty amino acid formulas, drugs other than in standard formula and nursing visits coded separately), per diem",Hit tpn over 3l diem,I,9,20020101,20020101,,N
S9370,10,3,"Home therapy, intermittent anti-emetic injection therapy; administrative services, professional pharmacy services, care coordination, and all necessary supplies and equipment (drugs and nursing visits coded separately), per diem",Ht inj antiemetic diem,I,9,20020101,20020101,,N
S9372,10,3,"Home therapy; intermittent anticoagulant injection therapy (e.g., heparin); administrative services, professional pharmacy services, care coordination, and all necessary supplies and equipment (drugs and nursing visits coded separately), per diem (do not use this code for flushing of infusion devices with heparin to maintain patency)",Ht inj anticoag diem,I,9,20020101,20020101,,N
S9373,10,3,"Home infusion therapy, hydration therapy; administrative services, professional pharmacy services, care coordination, and all necessary supplies and equipment (drugs and nursing visits coded separately), per diem (do not use with hydration therapy codes s9374-s9377 using daily volume scales)",Hit hydra total diem,I,9,20020101,20020101,,N
S9374,10,3,"Home infusion therapy, hydration therapy; one liter per day, administrative services, professional pharmacy services, care coordination, and all necessary supplies and equipment (drugs and nursing visits coded separately), per diem",Hit hydra 1 liter diem,I,9,20020101,20020101,,N
S9375,10,3,"Home infusion therapy, hydration therapy; more than one liter but no more than two liters per day, administrative services, professional pharmacy services, care coordination, and all necessary supplies and equipment (drugs and nursing visits coded separately), per diem",Hit hydra 2 liter diem,I,9,20020101,20020101,,N
S9376,10,3,"Home infusion therapy, hydration therapy; more than two liters but no more than three liters per day, administrative services, professional pharmacy services, care coordination, and all necessary supplies and equipment (drugs and nursing visits coded separately), per diem",Hit hydra 3 liter diem,I,9,20020101,20020101,,N
S9377,10,3,"Home infusion therapy, hydration therapy; more than three liters per day, administrative services, professional pharmacy services, care coordination, and all necessary supplies (drugs and nursing visits coded separately), per diem",Hit hydra over 3l diem,I,9,20020101,20020101,,N
S9379,10,3,"Home infusion therapy, infusion therapy, not otherwise classified; administrative services, professional pharmacy services, care coordination, and all necessary supplies and equipment (drugs and nursing visits coded separately), per diem",Hit noc per diem,I,9,20020101,20020101,,N
S9381,10,3,"Delivery or service to high risk areas requiring escort or extra protection, per visit",Hit high risk/escort,I,9,20020101,20020101,,N
S9401,10,3,"Anticoagulation clinic, inclusive of all services except laboratory tests, per session",Anticoag clinic per session,I,9,20020401,20020401,,N
S9430,10,3,Pharmacy compounding and dispensing services,Pharmacy comp/disp serv,I,9,20020401,20020401,,N
S9433,10,3,"Medical food nutritionally complete, administered orally, providing 100% of nutritional intake",Medical food oral 100% nutr,I,9,20090101,20090101,,N
S9434,10,3,Modified solid food supplements for inborn errors of metabolism,Mod solid food suppl,I,9,20030401,20030401,,N
S9435,10,3,Medical foods for inborn errors of metabolism,Medical foods for inborn err,I,9,20010101,20010101,,N
S9436,10,3,"Childbirth preparation/lamaze classes, non-physician provider, per session",Lamaze class,I,9,20020401,20020401,,N
S9437,10,3,"Childbirth refresher classes, non-physician provider, per session",Childbirth refresher class,I,9,20020401,20020401,,N
S9438,10,3,"Cesarean birth classes, non-physician provider, per session",Cesarean birth class,I,9,20020401,20020401,,N
S9439,10,3,"Vbac (vaginal birth after cesarean) classes, non-physician provider, per session",Vbac class,I,9,20020401,20020401,,N
S9441,10,3,"Asthma education, non-physician provider, per session",Asthma education,I,9,20020101,20020101,,N
S9442,10,3,"Birthing classes, non-physician provider, per session",Birthing class,I,9,20020101,20020101,,N
S9443,10,3,"Lactation classes, non-physician provider, per session",Lactation class,I,9,20020101,20020101,,N
S9444,10,3,"Parenting classes, non-physician provider, per session",Parenting class,I,9,20020401,20020401,,N
S9445,10,3,"Patient education, not otherwise classified, non-physician provider, individual, per session",Pt education noc individ,I,9,20020101,20020101,,N
S9446,10,3,"Patient education, not otherwise classified, non-physician provider, group, per session",Pt education noc group,I,9,20020101,20020101,,N
S9447,10,3,"Infant safety (including cpr) classes, non-physician provider, per session",Infant safety class,I,9,20020401,20020401,,N
S9449,10,3,"Weight management classes, non-physician provider, per session",Weight mgmt class,I,9,20020401,20020401,,N
S9451,10,3,"Exercise classes, non-physician provider, per session",Exercise class,I,9,20020401,20020401,,N
S9452,10,3,"Nutrition classes, non-physician provider, per session",Nutrition class,I,9,20020401,20020401,,N
S9453,10,3,"Smoking cessation classes, non-physician provider, per session",Smoking cessation class,I,9,20020401,20020401,,N
S9454,10,3,"Stress management classes, non-physician provider, per session",Stress mgmt class,I,9,20020401,20020401,,N
S9455,10,3,"Diabetic management program, group session","Diabetic management program,",I,9,20000101,20000101,,N
S9460,10,3,"Diabetic management program, nurse visit","Diabetic management program,",I,9,20000101,20000101,,N
S9465,10,3,"Diabetic management program, dietitian visit","Diabetic management program,",I,9,20000101,20000101,,N
S9470,10,3,"Nutritional counseling, dietitian visit","Nutritional counseling, diet",I,9,20000101,20000101,,N
S9472,10,3,"Cardiac rehabilitation program, non-physician provider, per diem",Cardiac rehabilitation progr,I,9,20000101,20000101,,N
S9473,10,3,"Pulmonary rehabilitation program, non-physician provider, per diem",Pulmonary rehabilitation pro,I,9,20000101,20000101,,N
S9474,10,3,"Enterostomal therapy by a registered nurse certified in enterostomal therapy, per diem",Enterostomal therapy by a re,I,9,20000101,20000101,,N
S9475,10,3,"Ambulatory setting substance abuse treatment or detoxification services, per diem",Ambulatory setting substance,I,9,20000101,20000101,,N
S9476,10,3,"Vestibular rehabilitation program, non-physician provider, per diem",Vestibular rehab per diem,I,9,20031001,20031001,,N
S9480,10,3,"Intensive outpatient psychiatric services, per diem",Intensive outpatient psychia,I,9,20000101,20000101,,N
S9482,10,3,"Family stabilization services, per 15 minutes",Family stabilization 15 min,I,9,20050101,20050101,,N
S9484,10,3,"Crisis intervention mental health services, per hour",Crisis intervention per hour,I,9,20020701,20020701,,N
S9485,10,3,"Crisis intervention mental health services, per diem",Crisis intervention mental h,I,9,20000101,20000101,,N
S9490,10,3,"Home infusion therapy, corticosteroid infusion; administrative services, professional pharmacy services, care coordination, and all necessary supplies and equipment (drugs and nursing visits coded separately), per diem",Hit corticosteroid/diem,I,9,20020701,20020701,,N
S9494,10,3,"Home infusion therapy, antibiotic, antiviral, or antifungal therapy; administrative services, professional pharmacy services, care coordination, and all necessary supplies and equipment (drugs and nursing visits coded separately), per diem (do not use this code with home infusion codes for hourly dosing schedules s9497-s9504)",Hit antibiotic total diem,I,9,20020101,20020101,,N
S9497,10,3,"Home infusion therapy, antibiotic, antiviral, or antifungal therapy; once every 3 hours; administrative services, professional pharmacy services, care coordination, and all necessary supplies and equipment (drugs and nursing visits coded separately), per diem",Hit antibiotic q3h diem,I,9,20020101,20020101,,N
S9500,10,3,"Home infusion therapy, antibiotic, antiviral, or antifungal therapy; once every 24 hours; administrative services, professional pharmacy services, care coordination, and all necessary supplies and equipment (drugs and nursing visits coded separately), per diem",Hit antibiotic q24h diem,I,9,20020101,20020101,,N
S9501,10,3,"Home infusion therapy, antibiotic, antiviral, or antifungal therapy; once every 12 hours; administrative services, professional pharmacy services, care coordination, and all necessary supplies and equipment (drugs and nursing visits coded separately), per diem",Hit antibiotic q12h diem,I,9,20020101,20020101,,N
S9502,10,3,"Home infusion therapy, antibiotic, antiviral, or antifungal therapy; once every 8 hours, administrative services, professional pharmacy services, care coordination, and all necessary supplies and equipment (drugs and nursing visits coded separately), per diem",Hit antibiotic q8h diem,I,9,20020101,20020101,,N
S9503,10,3,"Home infusion therapy, antibiotic, antiviral, or antifungal; once every 6 hours; administrative services, professional pharmacy services, care coordination, and all necessary supplies and equipment (drugs and nursing visits coded separately), per diem",Hit antibiotic q6h diem,I,9,20020101,20020101,,N
S9504,10,3,"Home infusion therapy, antibiotic, antiviral, or antifungal; once every 4 hours; administrative services, professional pharmacy services, care coordination, and all necessary supplies and equipment (drugs and nursing visits coded separately), per diem",Hit antibiotic q4h diem,I,9,20020101,20020101,,N
S9529,10,3,"Routine venipuncture for collection of specimen(s), single home bound, nursing home, or skilled nursing facility patient",Venipuncture home/snf,I,5,20020101,20020101,,N
S9537,10,3,"Home therapy; hematopoietic hormone injection therapy (e.g., erythropoietin, g-csf, gm-csf); administrative services, professional pharmacy services, care coordination, and all necessary supplies and equipment (drugs and nursing visits coded separately), per diem",Ht hem horm inj diem,I,9,20020101,20020101,,N
S9538,10,3,"Home transfusion of blood product(s); administrative services, professional pharmacy services, care coordination and all necessary supplies and equipment (blood products, drugs, and nursing visits coded separately), per diem",Hit blood products diem,I,9,20020101,20020101,,N
S9542,10,3,"Home injectable therapy, not otherwise classified, including administrative services, professional pharmacy services, care coordination, and all necessary supplies and equipment (drugs and nursing visits coded separately), per diem",Ht inj noc per diem,I,9,20020101,20020101,,N
S9558,10,3,"Home injectable therapy; growth hormone, including administrative services, professional pharmacy services, care coordination, and all necessary supplies and equipment (drugs and nursing visits coded separately), per diem",Ht inj growth horm diem,I,9,20020101,20020101,,N
S9559,10,3,"Home injectable therapy, interferon, including administrative services, professional pharmacy services, care coordination, and all necessary supplies and equipment (drugs and nursing visits coded separately), per diem",Hit inj interferon diem,I,9,20020101,20020101,,N
S9560,10,3,"Home injectable therapy; hormonal therapy (e.g.; leuprolide, goserelin), including administrative services, professional pharmacy services, care coordination, and all necessary supplies and equipment (drugs and nursing visits coded separately), per diem",Ht inj hormone diem,I,9,20020101,20020101,,N
S9562,10,3,"Home injectable therapy, palivizumab, including administrative services, professional pharmacy services, care coordination, and all necessary supplies and equipment (drugs and nursing visits coded separately), per diem",Ht inj palivizumab diem,I,9,20030101,20030101,,N
S9590,10,3,"Home therapy, irrigation therapy (e.g., sterile irrigation of an organ or anatomical cavity); including administrative services, professional pharmacy services, care coordination, and all necessary supplies and equipment (drugs and nursing visits coded separately), per diem",Ht irrigation diem,I,9,20030101,20030101,,N
S9810,10,3,"Home therapy; professional pharmacy services for provision of infusion, specialty drug administration, and/or disease state management, not otherwise classified, per hour (do not use this code with any per diem code)",Ht pharm per hour,I,9,20020101,20020101,,N
S9900,10,3,"Services by a journal-listed christian science practitioner for the purpose of healing, per diem",Christian sci pract visit,I,9,20020701,20120101,,N
S9901,10,3,"Services by a journal-listed christian science nurse, per hour",Christian sci nurse visit,I,9,20150101,20150101,,N
S9960,10,3,"Ambulance service, conventional air service, nonemergency transport, one way (fixed wing)",Air ambulanc nonemerg fixed,I,D,20140101,20140101,,N
S9961,10,3,"Ambulance service, conventional air service, nonemergency transport, one way (rotary wing)",Air ambulan nonemerg rotary,I,D,20140101,20140101,,N
S9970,10,3,"Health club membership, annual",Health club membership yr,I,9,20020401,20020401,,N
S9975,10,3,"Transplant related lodging, meals and transportation, per diem",Transplant related per diem,I,9,20020401,20020401,,N
S9976,10,3,"Lodging, per diem, not otherwise classified",Lodging per diem,I,9,20040401,20040401,,N
S9977,10,3,"Meals, per diem, not otherwise specified",Meals per diem,I,9,20040401,20040401,,N
S9981,10,3,"Medical records copying fee, administrative",Med record copy admin,I,9,20020101,20020101,,N
S9982,10,3,"Medical records copying fee, per page",Med record copy per page,I,9,20020101,20020101,,N
S9986,10,3,Not medically necessary service (patient is aware that service not medically necessary),Not medically necessary svc,I,9,20020101,20020101,,N
S9988,10,3,Services provided as part of a phase i clinical trial,Serv part of phase i trial,I,9,20040401,20040401,,N
S9989,10,3,Services provided outside of the united states of america (list in addition to code(s) for service(s)),Services outside us,I,9,20020101,20020101,,N
S9990,10,3,Services provided as part of a phase ii clinical trial,Services provided as part of,I,9,20000101,20000101,,N
S9991,10,3,Services provided as part of a phase iii clinical trial,Services provided as part of,I,9,20000101,20000101,,N
S9992,10,3,"Transportation costs to and from trial location and local transportation costs (e.g., fares for taxicab or bus) for clinical trial participant and one caregiver/companion",Transportation costs to and,I,9,20000101,20000101,,N
S9994,10,3,"Lodging costs (e.g., hotel charges) for clinical trial participant and one caregiver/companion",Lodging costs (e.g. hotel ch,I,9,20000101,20000101,,N
S9996,10,3,Meals for clinical trial participant and one caregiver/companion,Meals for clinical trial par,I,9,20000101,20000101,,N
S9999,10,3,Sales tax,Sales tax,I,9,20000101,20000101,,N
T1000,10,3,"Private duty / independent nursing service(s) - licensed, up to 15 minutes",Private duty/independent nsg,I,9,20010701,20010701,,N
T1001,10,3,Nursing assessment / evaluation,Nursing assessment/evaluatn,I,9,20010701,20010701,,N
T1002,10,3,"Rn services, up to 15 minutes",Rn services up to 15 minutes,I,9,20010701,20010701,,N
T1003,10,3,"Lpn/lvn services, up to 15 minutes",Lpn/lvn services up to 15min,I,9,20010701,20010701,,N
T1004,10,3,"Services of a qualified nursing aide, up to 15 minutes",Nsg aide service up to 15min,I,9,20010701,20010701,,N
T1005,10,3,"Respite care services, up to 15 minutes",Respite care service 15 min,I,9,20010701,20010701,,N
T1006,10,3,"Alcohol and/or substance abuse services, family/couple counseling",Family/couple counseling,I,9,20010701,20010701,,N
T1007,10,3,"Alcohol and/or substance abuse services, treatment plan development and/or modification",Treatment plan development,I,9,20010701,20010701,,N
T1009,10,3,Child sitting services for children of the individual receiving alcohol and/or substance abuse services,Child sitting services,I,9,20010701,20010701,,N
T1010,10,3,Meals for individuals receiving alcohol and/or substance abuse services (when meals not included in the program),Meals when receive services,I,9,20010701,20010701,,N
T1012,10,3,"Alcohol and/or substance abuse services, skills development",Alcohol/substance abuse skil,I,9,20010701,20010701,,N
T1013,10,3,"Sign language or oral interpretive services, per 15 minutes",Sign lang/oral interpreter,I,9,20010701,20030101,,N
T1014,10,3,"Telehealth transmission, per minute, professional services bill separately","Telehealth transmit, per min",I,9,20010701,20010701,,N
T1015,10,3,"Clinic visit/encounter, all-inclusive",Clinic service,I,1,20020101,20020101,,N
T1016,10,3,"Case management, each 15 minutes",Case management,I,9,20020701,20020701,,N
T1017,10,3,"Targeted case management, each 15 minutes",Targeted case management,I,9,20020701,20020701,,N
T1018,10,3,"School-based individualized education program (iep) services, bundled",School-based iep ser bundled,I,9,20020701,20020701,,N
T1019,10,3,"Personal care services, per 15 minutes, not for an inpatient or resident of a hospital, nursing facility, icf/mr or imd, part of the individualized plan of treatment (code may not be used to identify services provided by home health aide or certified nurse assistant)",Personal care ser per 15 min,I,9,20020701,20020701,,N
T1020,10,3,"Personal care services, per diem, not for an inpatient or resident of a hospital, nursing facility, icf/mr or imd, part of the individualized plan of treatment (code may not be used to identify services provided by home health aide or certified nurse assistant)",Personal care ser per diem,I,9,20020701,20020701,,N
T1021,10,3,"Home health aide or certified nurse assistant, per visit",Hh aide or cn aide per visit,I,9,20020701,20020701,,N
T1022,10,3,"Contracted home health agency services, all services provided under contract, per day",Contracted services per day,I,9,20030101,20030101,,N
T1023,10,3,"Screening to determine the appropriateness of consideration of an individual for participation in a specified program, project or treatment protocol, per encounter",Program intake assessment,I,9,20030101,20030101,,N
T1024,10,3,"Evaluation and treatment by an integrated, specialty team contracted to provide coordinated care to multiple or severely handicapped children, per encounter",Team evaluation & management,I,9,20030101,20030101,,N
